show_type;genre;running_minutes;source_language;season_id;series_id;finished;ranking;estreno_fecha;estreno_hora;efectos especiales
TV;4a;42;English;30;30;true;9.1;08/03/2013;14:11:43;Optico Sonido
TV;4a;43;English;30;30;false;2.7;12/03/2009;17:38:35;Maquillaje Sonido
TV;4a;43;English;30;30;false;7.4;14/02/2010;12:25:25;Sonido
TV;4a;43;English;30;30;true;4.3;08/04/2004;2:50:42;Optico
TV;4a;42;English;30;30;false;4.6;29/11/2009;13:18:11;Sonido
TV;4a;43;English;30;30;false;4.5;23/10/2022;17:46:56;Maquillaje
TV;4a;43;English;30;30;true;5.4;24/03/2014;2:39:14;Maquillaje Optico
TV;4a;42;English;30;30;false;5.8;06/09/2007;6:31:44;Maquillaje Sonido
TV;4a;43;English;30;30;true;0.1;12/10/2014;14:09:32;Maquillaje Optico
TV;4a;59;English;2;2;false;4.7;24/03/2007;2:47:45;Maquillaje
TV;4a;43;English;28;30;true;1.8;18/03/2012;14:17:15;Optico Sonido
TV;4a;43;English;28;30;false;3.2;10/11/2020;14:56:20;Maquillaje Sonido
TV;4a;43;English;28;30;true;1.4;28/12/2007;3:30:14;Maquillaje Sonido
TV;4a;43;English;28;30;false;7.6;14/09/2020;0:46:39;Optico Sonido
TV;4a;42;English;28;30;false;3.7;18/10/2015;0:22:41;Maquillaje Optico Sonido
TV;4a;43;English;28;30;false;7.5;21/02/2021;6:44:25;Optico Sonido
TV;4a;42;English;28;30;false;2.5;27/01/2013;5:24:21;Maquillaje Optico
TV;4a;43;English;28;30;false;8.6;04/04/2022;0:18:04;Sonido
TV;4a;43;English;28;30;false;4.8;29/07/2017;16:04:58;Maquillaje Optico Sonido
TV;4a;41;English;28;30;false;2.0;09/04/2011;23:14:06;Maquillaje Sonido
TV;4a;42;English;28;30;false;5.3;11/07/2001;22:58:29;Maquillaje Optico Sonido
TV;4a;42;English;28;30;true;6.3;03/10/2022;21:27:54;Optico
TV;4a;43;English;28;30;true;7.9;15/04/2012;5:29:17;Optico Sonido
TV;4a;42;English;28;30;true;8.9;01/03/2022;18:13:22;Sonido
TV;4a;43;English;28;30;true;3.4;30/11/2022;16:33:38;Sonido
TV;4a;42;English;28;30;true;1.6;23/05/2002;14:00:49;Maquillaje Optico Sonido
TV;4a;43;English;28;30;false;2.4;01/04/2008;20:08:00;Optico Sonido
TV;4a;43;English;28;30;true;4.9;02/04/2004;2:45:59;Maquillaje Optico
TV;4a;42;English;28;30;false;4.1;16/11/2011;3:16:58;Maquillaje Optico Sonido
TV;Comedy;22;English;74;27;true;1.7;27/10/2006;12:24:34;Maquillaje Optico
TV;Comedy;20;English;74;27;true;5.4;01/01/2022;19:52:20;Maquillaje
TV;Comedy;21;English;74;27;true;1.9;08/07/2012;4:17:00;Maquillaje Sonido
TV;Comedy;21;English;74;27;false;9.9;17/01/2017;19:15:59;Optico Sonido
TV;Comedy;22;English;74;27;true;6.5;06/12/2008;3:20:20;Maquillaje
TV;Comedy;22;English;74;27;false;8.2;12/04/2000;1:57:14;Maquillaje
TV;Comedy;20;English;74;27;false;2.8;26/12/2004;8:06:17;Maquillaje Optico
TV;Comedy;22;English;74;27;false;8.0;06/03/2017;22:04:19;Maquillaje Optico
TV;Comedy;22;English;74;27;false;6.5;14/01/2016;12:42:45;Sonido
TV;Comedy;21;English;74;27;true;1.9;04/01/2003;10:27:31;Optico Sonido
TV;Comedy;20;English;74;27;true;6.3;19/09/2009;6:28:10;Optico Sonido
TV;Comedy;21;English;74;27;true;0.0;29/03/1999;10:38:07;Maquillaje Optico
TV;Comedy;22;English;74;27;true;0.5;26/09/2007;16:32:33;Maquillaje Sonido
TV;Comedy;21;English;74;27;false;7.7;22/02/2023;20:04:14;Maquillaje Sonido
TV;Comedy;21;English;74;27;false;2.7;17/08/2013;5:15:59;Maquillaje Sonido
TV;Comedy;22;English;74;27;false;0.4;16/09/2007;6:59:31;Maquillaje Optico Sonido
TV;Comedy;22;English;74;27;true;6.8;20/01/2002;18:35:26;Sonido
TV;Comedy;21;English;74;27;false;0.1;29/07/2021;13:07:00;Maquillaje Optico
TV;Comedy;21;English;74;27;true;1.5;24/05/2000;9:46:07;Maquillaje
TV;Comedy;22;English;74;27;false;8.6;04/09/2010;10:40:12;Maquillaje Optico Sonido
TV;Comedy;20;English;74;27;true;9.7;04/02/2016;20:36:52;Optico
TV;Comedy;22;English;74;27;false;0.5;29/10/1999;6:31:12;Maquillaje Sonido
TV;Comedy;22;English;74;27;false;7.1;15/05/2018;11:08:04;Optico
TV;Comedy;22;English;74;27;false;6.0;31/01/2017;9:02:05;Maquillaje Optico Sonido
TV;Comedy;22;English;75;27;false;4.9;18/06/2011;11:57:46;Optico
TV;Comedy;22;English;75;27;false;0.9;19/11/2002;5:20:02;Sonido
TV;Comedy;20;English;75;27;false;3.1;21/04/2001;4:35:25;Optico Sonido
Movies;Fantasy;139;English;;;true;0.9;12/07/2005;10:08:25;Maquillaje Sonido
Movies;Fantasy;154;English;;;true;7.0;19/04/2008;13:16:29;Optico Sonido
TV;4a;49;Korean;57;45;true;7.3;21/01/2010;7:48:33;Maquillaje
TV;Comedy;23;English;40;49;true;6.7;18/04/2013;10:41:40;Optico Sonido
TV;Comedy;23;English;40;49;false;2.2;01/07/2010;2:18:31;Optico Sonido
TV;Comedy;23;English;40;49;false;5.6;06/12/2018;18:05:31;Optico Sonido
TV;Comedy;23;English;40;49;false;4.5;13/04/2018;9:41:05;Optico
TV;Comedy;23;English;40;49;false;4.9;23/11/2020;14:26:57;Sonido
TV;Comedy;21;English;40;49;true;1.5;23/11/2020;16:19:01;Maquillaje Sonido
TV;Comedy;24;English;76;49;true;0.1;01/09/2018;15:23:58;Optico Sonido
TV;Comedy;24;English;76;49;false;2.8;24/06/2015;20:37:25;Maquillaje Sonido
TV;Comedy;24;English;76;49;true;1.0;28/12/2008;12:25:18;Optico
TV;Comedy;24;English;76;49;true;6.6;03/12/2007;15:23:38;Optico
TV;4a;82;Korean;63;65;false;3.5;19/05/2001;22:17:24;Sonido
TV;4a;76;Korean;63;65;true;1.6;06/09/2021;22:30:45;Optico
TV;4a;72;Korean;63;65;false;6.4;04/11/2016;6:08:12;Optico Sonido
TV;4a;80;Korean;63;65;false;6.6;08/05/2010;3:20:06;Maquillaje Sonido
TV;4a;71;Korean;63;65;false;5.3;09/05/2016;3:08:58;Maquillaje Sonido
TV;4a;69;Korean;63;65;false;5.4;28/02/2002;23:23:56;Optico Sonido
TV;4a;60;Korean;63;65;true;0.6;10/01/2021;16:34:58;Maquillaje Sonido
TV;4a;69;Korean;63;65;true;0.7;04/10/2011;19:51:34;Maquillaje
TV;4a;66;Korean;63;65;false;6.4;20/05/2009;5:43:49;Maquillaje
TV;4a;74;Korean;63;65;false;5.8;22/09/2015;14:56:55;Maquillaje Optico
TV;4a;72;Korean;63;65;false;7.3;27/10/2005;11:38:22;Maquillaje
TV;4a;65;Korean;63;65;true;5.7;08/04/2011;12:21:03;Maquillaje Optico
TV;4a;67;Korean;63;65;false;2.1;09/08/2019;8:07:39;Optico Sonido
TV;4a;76;Korean;63;65;false;9.1;25/06/2003;14:50:24;Maquillaje
TV;4a;65;Korean;63;65;false;9.8;13/09/2006;19:36:03;Optico Sonido
TV;4a;73;Korean;63;65;true;7.6;05/09/2001;21:27:30;Maquillaje Sonido
Movies;Kids;100;English;;;false;4.9;29/04/2005;9:06:31;Maquillaje
TV;4a;64;Korean;69;35;true;1.4;13/10/2014;13:49:54;Optico
TV;4a;63;Korean;69;35;true;7.8;31/01/2003;12:49:10;Sonido
TV;4a;65;Korean;69;35;false;0.5;14/06/2009;11:40:44;Maquillaje
TV;4a;65;Korean;69;35;false;6.8;02/10/2010;22:27:20;Maquillaje Optico Sonido
TV;4a;65;Korean;69;35;false;4.0;15/03/2001;7:48:36;Maquillaje Optico Sonido
TV;4a;64;Korean;69;35;false;8.5;28/08/2017;9:19:05;Maquillaje Sonido
TV;4a;64;Korean;69;35;false;1.8;31/08/2004;18:35:45;Maquillaje Optico
TV;4a;64;Korean;69;35;false;8.0;14/01/2023;3:46:49;Optico Sonido
TV;4a;64;Korean;69;35;true;3.5;03/01/2011;5:01:05;Maquillaje Sonido
TV;4a;64;Korean;69;35;false;8.7;31/10/2014;11:16:36;Maquillaje
TV;4a;64;Korean;69;35;false;4.7;18/06/2017;3:59:01;Maquillaje Sonido
TV;4a;64;Korean;69;35;true;6.4;21/01/2013;20:11:38;Maquillaje Sonido
TV;4a;63;Korean;69;35;true;3.9;15/05/1999;18:55:54;Optico Sonido
TV;4a;63;Korean;69;35;false;2.5;02/11/2001;21:06:37;Maquillaje Optico Sonido
TV;4a;64;Korean;69;35;false;1.9;27/11/2002;6:08:46;Sonido
TV;4a;63;Korean;69;35;true;5.6;08/06/2014;1:37:18;Maquillaje Optico Sonido
TV;4a;44;English;33;38;true;0.5;11/10/2005;9:35:43;Sonido
Movies;4a;95;English;;;false;1.6;10/02/2000;5:16:32;Sonido
Movies;Action and Adventure;99;English;;;true;8.7;24/04/2002;13:02:04;Optico Sonido
Movies;4a;147;English;;;false;7.3;01/04/2022;1:43:01;Optico
Movies;Action and Adventure;110;English;;;false;9.1;01/06/2014;7:14:30;Optico Sonido
Movies;Horror;123;English;;;false;2.4;03/07/2010;8:26:17;Maquillaje Sonido
TV;Romance;65;Korean;71;37;false;1.6;20/08/2004;4:14:45;Maquillaje Optico Sonido
TV;Romance;65;Korean;71;37;true;5.5;24/04/2018;7:48:22;Maquillaje
TV;Romance;65;Korean;71;37;false;2.1;02/04/2020;11:10:12;Optico
TV;Romance;70;Korean;71;37;true;6.1;28/06/2011;16:52:57;Maquillaje Optico Sonido
TV;Romance;63;Korean;71;37;false;1.9;28/11/2005;12:45:42;Maquillaje Optico Sonido
TV;Romance;61;Korean;71;37;true;8.1;02/12/2003;0:15:06;Maquillaje Sonido
TV;Romance;59;Korean;71;37;false;6.8;04/04/1999;15:58:45;Maquillaje Optico Sonido
TV;Romance;69;Korean;71;37;false;1.7;21/02/2023;16:10:55;Maquillaje Optico
TV;Romance;57;Korean;71;37;false;5.6;20/09/2010;14:02:49;Sonido
TV;Romance;68;Korean;71;37;false;6.0;13/02/2006;20:29:18;Maquillaje Optico
TV;Romance;62;Korean;71;37;false;3.3;29/04/2015;18:07:01;Sonido
TV;Romance;63;Korean;71;37;true;1.1;06/10/2016;12:24:33;Sonido
TV;Romance;70;Korean;71;37;false;9.1;15/11/2003;19:15:22;Optico Sonido
TV;Romance;62;Korean;71;37;true;6.8;22/02/1999;4:19:04;Optico Sonido
TV;Romance;67;Korean;71;37;false;7.7;01/12/2015;19:00:47;Optico
TV;Romance;67;Korean;71;37;false;4.8;28/04/2006;13:54:02;Maquillaje Optico Sonido
TV;Romance;66;Korean;71;37;false;2.8;26/01/2000;4:31:08;Optico
TV;Romance;70;Korean;71;37;false;9.8;25/06/2001;23:43:32;Maquillaje Sonido
TV;Romance;64;Korean;71;37;false;4.7;20/05/2021;11:46:40;Maquillaje Optico
TV;Romance;66;Korean;71;37;false;5.2;25/01/2015;11:31:36;Sonido
TV;4a;42;English;42;51;true;5.4;04/10/2004;20:15:00;Maquillaje Optico
TV;4a;43;English;42;51;true;6.4;25/07/2002;2:04:31;Optico
TV;4a;42;English;42;51;true;0.8;27/08/2005;7:53:51;Sonido
TV;4a;64;Korean;69;35;true;9.3;19/04/2000;7:58:44;Optico Sonido
TV;4a;64;Korean;69;35;true;6.5;12/03/2014;9:09:27;Maquillaje
TV;4a;64;Korean;69;35;true;9.2;07/06/2005;22:37:33;Optico Sonido
TV;4a;64;Korean;69;35;false;9.5;29/11/1999;16:42:07;Maquillaje
TV;4a;46;Spanish;51;60;true;6.4;26/01/2001;23:43:41;Maquillaje Optico Sonido
TV;4a;45;Spanish;51;60;true;8.1;12/09/2006;15:00:39;Maquillaje Optico
TV;Reality;27;Spanish;77;69;true;9.0;30/10/2007;15:42:18;Sonido
TV;4a;46;Spanish;59;32;true;3.1;08/04/2010;8:28:17;Maquillaje Optico Sonido
TV;4a;46;Spanish;59;32;true;4.2;09/02/2022;15:52:49;Optico Sonido
TV;4a;52;English;36;42;false;1.8;04/10/2003;5:07:43;Maquillaje Optico
TV;Romance;40;Malay;78;70;true;8.4;12/05/2002;11:21:42;Maquillaje
TV;Romance;40;Malay;78;70;true;8.4;02/06/2002;18:03:59;Optico Sonido
TV;4a;44;English;6;9;false;9.7;14/12/2008;14:42:39;Optico Sonido
TV;4a;60;Korean;72;46;true;7.5;07/01/2011;18:00:10;Optico
TV;4a;59;Korean;72;46;false;7.2;15/07/2019;15:22:36;Optico
TV;4a;63;Korean;72;46;false;0.3;25/11/2001;0:47:35;Optico
TV;4a;64;Korean;72;46;true;0.9;05/02/2016;6:05:47;Sonido
TV;4a;62;Korean;72;46;true;5.2;11/11/2019;21:02:15;Maquillaje Sonido
TV;4a;60;Korean;72;46;false;1.9;16/08/2018;20:33:49;Maquillaje Optico
TV;4a;60;Korean;72;46;false;8.6;11/03/2003;12:59:58;Optico
TV;4a;64;Korean;72;46;true;0.5;15/05/2016;10:47:45;Sonido
TV;4a;64;Korean;72;46;false;4.2;08/06/2020;5:11:47;Optico
TV;4a;63;Korean;72;46;true;6.2;31/12/2014;22:06:11;Maquillaje Sonido
TV;4a;63;Korean;72;46;true;7.4;24/11/2019;13:31:23;Maquillaje Optico Sonido
TV;4a;64;Korean;72;46;false;1.4;11/06/2021;21:07:46;Maquillaje Sonido
TV;4a;63;Korean;72;46;false;8.1;09/03/2021;17:21:30;Maquillaje
TV;4a;63;Korean;72;46;false;1.2;05/03/2004;15:01:31;Optico
TV;4a;64;Korean;72;46;true;4.4;26/02/2000;12:23:53;Optico Sonido
TV;4a;63;Korean;72;46;true;6.4;04/02/2001;14:09:38;Sonido
TV;4a;63;Korean;72;46;true;5.4;25/03/2007;3:55:41;Maquillaje Optico Sonido
TV;4a;67;Korean;64;15;false;3.0;22/09/2002;2:28:50;Maquillaje Optico Sonido
TV;4a;42;English;9;12;false;9.6;23/12/2021;15:56:53;Maquillaje Sonido
TV;4a;46;Malay;79;71;false;1.4;30/10/2017;19:07:13;Maquillaje Optico Sonido
TV;Kids;22;English;14;21;true;9.8;17/01/2013;1:08:20;Optico Sonido
TV;4a;42;English;80;72;true;8.8;15/09/2017;18:42:27;Maquillaje Optico Sonido
TV;4a;41;English;81;73;false;9.4;18/06/2000;6:10:39;Optico
Movies;Horror;93;English;;;true;6.1;02/11/2018;17:12:05;Maquillaje Optico
TV;4a;67;Korean;60;47;false;8.7;27/09/2011;13:16:47;Maquillaje Optico
TV;Kids;23;English;39;3;false;2.6;14/11/2010;12:39:42;Optico Sonido
TV;4a;41;English;84;75;true;7.0;15/05/2005;15:54:55;Optico
TV;Kids;12;English;46;55;true;3.6;29/12/2007;5:18:03;Maquillaje Optico Sonido
Movies;4a;141;English;;;false;1.1;18/09/2000;7:22:20;Sonido
Movies;Comedy;116;English;;;true;1.7;18/06/2014;8:36:07;Optico
Movies;Action and Adventure;118;English;;;false;2.3;20/08/2009;3:54:17;Optico Sonido
Movies;4a;108;English;;;true;1.9;02/11/2006;8:47:40;Maquillaje
Movies;Comedy;110;English;;;true;0.6;21/08/2009;11:00:15;Maquillaje Optico Sonido
Movies;Action and Adventure;111;English;;;false;0.6;02/09/2013;0:16:12;Maquillaje Optico
Movies;Comedy;93;English;;;true;6.3;14/08/2012;4:36:09;Maquillaje
TV;Comedy;21;English;87;78;true;3.9;12/02/2009;23:35:01;Optico
TV;Comedy;21;English;87;78;false;0.2;14/01/2002;6:18:26;Sonido
TV;Fantasy;42;English;45;54;false;7.9;08/10/2022;17:49:38;Maquillaje Optico Sonido
TV;4a;63;Korean;58;63;true;5.3;10/05/2007;3:12:01;Maquillaje Optico
TV;4a;64;Korean;58;63;false;9.6;22/12/2021;18:41:41;Maquillaje Optico
TV;4a;65;Korean;58;63;true;7.9;23/10/2005;19:08:46;Maquillaje Sonido
TV;4a;63;Korean;58;63;false;6.2;23/02/2001;23:27:05;Maquillaje
TV;4a;65;Korean;58;63;false;7.8;01/02/2019;16:30:47;Maquillaje
TV;4a;65;Korean;58;63;true;6.3;09/12/2012;2:58:47;Maquillaje Optico
TV;4a;65;Korean;58;63;false;2.0;15/08/2007;16:08:51;Maquillaje Optico
TV;4a;65;Korean;58;63;false;3.8;07/02/2021;9:25:28;Maquillaje Optico Sonido
TV;4a;64;Korean;58;63;false;4.6;21/06/2015;18:04:37;Maquillaje Optico
TV;4a;65;Korean;58;63;true;8.1;29/02/2004;13:57:44;Maquillaje Optico Sonido
TV;4a;59;Korean;58;63;true;9.8;19/11/2016;7:05:49;Sonido
TV;4a;65;Korean;58;63;true;9.4;20/10/2012;14:00:01;Maquillaje Sonido
TV;4a;65;Korean;58;63;true;2.2;13/09/2001;4:15:27;Maquillaje
TV;4a;64;Korean;58;63;true;0.6;28/06/2016;23:32:16;Optico Sonido
TV;4a;66;Korean;58;63;true;5.0;26/02/2005;1:46:14;Maquillaje Sonido
TV;4a;63;Korean;58;63;true;3.3;11/09/2004;3:35:28;Maquillaje Sonido
TV;Crime and Mystery;42;English;82;74;false;5.4;23/12/2010;7:09:29;Optico
TV;4a;67;Korean;62;64;false;9.1;12/05/2008;15:47:24;Maquillaje Sonido
TV;4a;67;Korean;62;64;true;5.1;03/09/2012;4:29:15;Maquillaje Optico
TV;4a;67;Korean;62;64;true;1.2;25/12/2022;20:17:33;Maquillaje Optico
